geoid,tract_name,county,state,variable,med_rent,moe,cty_med_rent,pct_med_rent,month_date,month_filings,month_rate,month_rate_scale_max,month_diff,pct_white,pct_black,pct_latinx
55079020900,Census Tract 209,Milwaukee County,Wisconsin,B25064_001,839,36,873.5,96.1,01/11/2022,3,0.0104166666666667,0.202806690149059,0.4,0.732638888888889,0,0.253472222222222
55079007100,Census Tract 71,Milwaukee County,Wisconsin,B25064_001,941,48,873.5,107.7,01/11/2022,10,0.015600624024961,0.202806690149059,0.632183908045977,0.720748829953198,0.132605304212168,0.0889235569422777
55079020400,Census Tract 204,Milwaukee County,Wisconsin,B25064_001,837,43,873.5,95.8,01/11/2022,17,0.0305206463195691,0.202806690149059,1,0.247755834829443,0.0700179533213645,0.662477558348295
55079160204,Census Tract 1602.04,Milwaukee County,Wisconsin,B25064_001,1020,41,873.5,116.8,01/11/2022,31,0.0154613466334165,0.202806690149059,1.30081300813008,0.804488778054863,0.0688279301745636,0.0528678304239402
55079007500,Census Tract 75,Milwaukee County,Wisconsin,B25064_001,1297,261,873.5,148.5,01/11/2022,2,0.00547945205479452,0.202806690149059,0.454545454545455,0.876712328767123,0.0547945205479452,0.0356164383561644
55079020600,Census Tract 206,Milwaukee County,Wisconsin,B25064_001,800,109,873.5,91.6,01/11/2022,4,0.00694444444444444,0.202806690149059,0.462962962962963,0.770833333333333,0,0.180555555555556
55079005800,Census Tract 58,Milwaukee County,Wisconsin,B25064_001,859,44,873.5,98.3,01/11/2022,63,0.0879888268156425,0.202806690149059,1.5311004784689,0.395251396648045,0.569832402234637,0
55079018700,Census Tract 187,Milwaukee County,Wisconsin,B25064_001,815,56,873.5,93.3,01/11/2022,60,0.0858369098712446,0.202806690149059,1.23983739837398,0.254649499284692,0.0701001430615164,0.658082975679542
55079002000,Census Tract 20,Milwaukee County,Wisconsin,B25064_001,817,76,873.5,93.5,01/11/2022,71,0.135238095238095,0.202806690149059,0.944881889763779,0.036190476190476203,0.845714285714286,0.0552380952380952
55079006500,Census Tract 65,Milwaukee County,Wisconsin,B25064_001,874,60,873.5,100.1,01/11/2022,62,0.133620689655172,0.202806690149059,0.550699300699301,0.0107758620689655,0.939655172413793,0.0495689655172414
55079021800,Census Tract 218,Milwaukee County,Wisconsin,B25064_001,851,98,873.5,97.4,01/11/2022,7,0.0163934426229508,0.202806690149059,0.666666666666667,0.604215456674473,0.0608899297423888,0.213114754098361
55079100900,Census Tract 1009,Milwaukee County,Wisconsin,B25064_001,897,28,873.5,102.7,01/11/2022,39,0.0325,0.202806690149059,1.85185185185185,0.6675,0.0775,0.105
55079020800,Census Tract 208,Milwaukee County,Wisconsin,B25064_001,1044,108,873.5,119.5,01/11/2022,4,0.00681431005110733,0.202806690149059,0.961538461538461,0.82282793867121,0,0.155025553662692
55079091000,Census Tract 910,Milwaukee County,Wisconsin,B25064_001,944,67,873.5,108.1,01/11/2022,4,0.00561797752808989,0.202806690149059,0.403225806451613,0.693820224719101,0.23876404494382,0.0294943820224719
55079090600,Census Tract 906,Milwaukee County,Wisconsin,B25064_001,1353,101,873.5,154.9,01/11/2022,6,0.00801068090787717,0.202806690149059,0.972222222222222,0.734312416555407,0.144192256341789,0.0160213618157543
55079000400,Census Tract 4,Milwaukee County,Wisconsin,B25064_001,878,30,873.5,100.5,01/11/2022,87,0.10092807424594,0.202806690149059,1.15485564304462,0.291183294663573,0.661252900232019,0
55079186500,Census Tract 1865,Milwaukee County,Wisconsin,B25064_001,764,69,873.5,87.5,01/11/2022,31,0.0449927431059507,0.202806690149059,1.0126582278481,0.454281567489115,0.11611030478955,0.375907111756168
55079100300,Census Tract 1003,Milwaukee County,Wisconsin,B25064_001,816,70,873.5,93.4,01/11/2022,14,0.0188933873144399,0.202806690149059,0.75,0.82051282051282,0.0148448043184885,0.109311740890688
55079007400,Census Tract 74,Milwaukee County,Wisconsin,B25064_001,1523,314,873.5,174.4,01/11/2022,0,0,0.202806690149059,0.714285714285714,0.863095238095238,0.0833333333333333,0.0238095238095238
55079186800,Census Tract 1868,Milwaukee County,Wisconsin,B25064_001,636,205,873.5,72.8,01/11/2022,98,0.133697135061392,0.202806690149059,1.47761194029851,0.160982264665757,0.465211459754434,0.29331514324693
55079017200,Census Tract 172,Milwaukee County,Wisconsin,B25064_001,842,34,873.5,96.4,01/11/2022,4,0.0112676056338028,0.202806690149059,0.531914893617021,0.0732394366197183,0.0507042253521127,0.808450704225352
55079170700,Census Tract 1707,Milwaukee County,Wisconsin,B25064_001,890,85,873.5,101.9,01/11/2022,9,0.0161579892280072,0.202806690149059,0.384615384615385,0.741472172351885,0.120287253141831,0.138240574506284
55079180100,Census Tract 1801,Milwaukee County,Wisconsin,B25064_001,823,45,873.5,94.2,01/11/2022,8,0.0207253886010363,0.202806690149059,1.5,0.784974093264249,0.0803108808290156,0.0077720207253886
55079019800,Census Tract 198,Milwaukee County,Wisconsin,B25064_001,859,29,873.5,98.3,01/11/2022,29,0.0323660714285714,0.202806690149059,1.6304347826087,0.438616071428571,0.152901785714286,0.246651785714286
55079019900,Census Tract 199,Milwaukee County,Wisconsin,B25064_001,794,52,873.5,90.9,01/11/2022,9,0.0225563909774436,0.202806690149059,1.11111111111111,0.606516290726817,0.12531328320802,0.105263157894737
55079008500,Census Tract 85,Milwaukee County,Wisconsin,B25064_001,943,33,873.5,108,01/11/2022,48,0.13953488372093,0.202806690149059,0.643044619422572,0,0.947674418604651,0.0406976744186047
55079004700,Census Tract 47,Milwaukee County,Wisconsin,B25064_001,797,59,873.5,91.2,01/11/2022,105,0.118778280542986,0.202806690149059,0.830721003134796,0.00791855203619909,0.96606334841629,0
55079101200,Census Tract 1012,Milwaukee County,Wisconsin,B25064_001,1011,218,873.5,115.7,01/11/2022,4,0.00656814449917898,0.202806690149059,1.19047619047619,0.935960591133005,0,0.0640394088669951
55079001200,Census Tract 12,Milwaukee County,Wisconsin,B25064_001,825,52,873.5,94.4,01/11/2022,164,0.201226993865031,0.202806690149059,0.88519313304721,0.0282208588957055,0.839263803680982,0.00613496932515337
55079002600,Census Tract 26,Milwaukee County,Wisconsin,B25064_001,952,83,873.5,109,01/11/2022,78,0.117293233082707,0.202806690149059,0.927230046948357,0.0345864661654135,0.953383458646617,0
55079002700,Census Tract 27,Milwaukee County,Wisconsin,B25064_001,951,121,873.5,108.9,01/11/2022,62,0.134199134199134,0.202806690149059,0.929203539823009,0.108225108225108,0.891774891774892,0
55079019100,Census Tract 191,Milwaukee County,Wisconsin,B25064_001,861,42,873.5,98.6,01/11/2022,28,0.0370860927152318,0.202806690149059,1.25,0.490066225165563,0.101986754966887,0.419867549668874
55079120501,Census Tract 1205.01,Milwaukee County,Wisconsin,B25064_001,914,59,873.5,104.6,01/11/2022,1,0.00236406619385343,0.202806690149059,0.344827586206897,0.524822695035461,0.196217494089835,0.108747044917258
55079002300,Census Tract 23,Milwaukee County,Wisconsin,B25064_001,828,78,873.5,94.8,01/11/2022,98,0.104925053533191,0.202806690149059,1.26598465473146,0.0770877944325482,0.922912205567452,0.0117773019271949
55079003400,Census Tract 34,Milwaukee County,Wisconsin,B25064_001,862,26,873.5,98.7,01/11/2022,135,0.0854971500949968,0.202806690149059,0.984081041968162,0.198860037998733,0.792273590880304,0.0278657378087397
55079150304,Census Tract 1503.04,Milwaukee County,Wisconsin,B25064_001,1124,101,873.5,128.7,01/11/2022,12,0.0134078212290503,0.202806690149059,1.35416666666667,0.823463687150838,0.0189944134078212,0.0290502793296089
55079009100,Census Tract 91,Milwaukee County,Wisconsin,B25064_001,893,138,873.5,102.2,01/11/2022,69,0.120418848167539,0.202806690149059,0.694444444444445,0.00698080279232112,0.863874345549738,0
55079185200,Census Tract 1852,Milwaukee County,Wisconsin,B25064_001,728,54,873.5,83.3,01/11/2022,44,0.0392857142857143,0.202806690149059,1.38036809815951,0.773214285714286,0.104464285714286,0.0857142857142857
55079013300,Census Tract 133,Milwaukee County,Wisconsin,B25064_001,789,34,873.5,90.3,01/11/2022,14,0.0538461538461539,0.202806690149059,0.630252100840336,0.376923076923077,0.561538461538462,0.0423076923076923
55079010600,Census Tract 106,Milwaukee County,Wisconsin,B25064_001,889,138,873.5,101.8,01/11/2022,26,0.087248322147651,0.202806690149059,1.17391304347826,0.214765100671141,0.483221476510067,0.281879194630873
55079003500,Census Tract 35,Milwaukee County,Wisconsin,B25064_001,806,220,873.5,92.3,01/11/2022,58,0.11439842209073,0.202806690149059,1.22916666666667,0.0335305719921105,0.859960552268245,0.0394477317554241
55079060200,Census Tract 602,Milwaukee County,Wisconsin,B25064_001,1114,255,873.5,127.5,01/11/2022,20,0.0226757369614512,0.202806690149059,1.06060606060606,0.511337868480726,0.316326530612245,0.0442176870748299
55079170100,Census Tract 1701,Milwaukee County,Wisconsin,B25064_001,957,127,873.5,109.6,01/11/2022,2,0.0060790273556231,0.202806690149059,0.319148936170213,0.674772036474164,0.027355623100304,0.297872340425532
55079018100,Census Tract 181,Milwaukee County,Wisconsin,B25064_001,1092,49,873.5,125,01/11/2022,1,0.00304878048780488,0.202806690149059,1,0.893292682926829,0.0701219512195122,0.0182926829268293
55079021200,Census Tract 212,Milwaukee County,Wisconsin,B25064_001,760,78,873.5,87,01/11/2022,16,0.0418848167539267,0.202806690149059,1.19718309859155,0.507853403141361,0.0680628272251309,0.303664921465969
55079187300,Census Tract 1873,Milwaukee County,Wisconsin,B25064_001,1346,945,873.5,154.1,01/11/2022,15,0.151515151515152,0.202806690149059,6.66666666666667,1,0,0
55079012800,Census Tract 128,Milwaukee County,Wisconsin,B25064_001,880,90,873.5,100.7,01/11/2022,12,0.0192307692307692,0.202806690149059,1.16071428571429,0.692307692307692,0.163461538461538,0.0128205128205128
55079012300,Census Tract 123,Milwaukee County,Wisconsin,B25064_001,814,103,873.5,93.2,01/11/2022,62,0.153846153846154,0.202806690149059,1.52912621359223,0.143920595533499,0.818858560794045,0.0272952853598015
55079110100,Census Tract 1101,Milwaukee County,Wisconsin,B25064_001,738,27,873.5,84.5,01/11/2022,49,0.0445859872611465,0.202806690149059,1.16279069767442,0.584167424931756,0.261146496815287,0.144676979071884
55079014100,Census Tract 141,Milwaukee County,Wisconsin,B25064_001,596,132,873.5,68.2,01/11/2022,116,0.155704697986577,0.202806690149059,3.36206896551724,0.181208053691275,0.72751677852349,0.0442953020134228
55079091200,Census Tract 912,Milwaukee County,Wisconsin,B25064_001,1136,65,873.5,130.1,01/11/2022,43,0.027831715210356,0.202806690149059,3.01369863013699,0.772168284789644,0.0550161812297735,0.00970873786407767
55079002100,Census Tract 21,Milwaukee County,Wisconsin,B25064_001,782,51,873.5,89.5,01/11/2022,157,0.226878612716763,0.202806690149059,1.26805778491172,0.065028901734104,0.859826589595376,0.0346820809248555
55079010800,Census Tract 108,Milwaukee County,Wisconsin,B25064_001,847,39,873.5,97,01/11/2022,30,0.0238095238095238,0.202806690149059,1.9620253164557,0.781746031746032,0.0880952380952381,0.0714285714285714
55079040100,Census Tract 401,Milwaukee County,Wisconsin,B25064_001,1333,915,873.5,152.6,01/11/2022,0,0,0.202806690149059,0.555555555555556,1,0,0
55079012600,Census Tract 126,Milwaukee County,Wisconsin,B25064_001,819,66,873.5,93.8,01/11/2022,20,0.0428265524625268,0.202806690149059,1.84210526315789,0.839400428265525,0.0792291220556745,0.0513918629550321
55079016400,Census Tract 164,Milwaukee County,Wisconsin,B25064_001,830,44,873.5,95,01/11/2022,58,0.0685579196217494,0.202806690149059,0.63034188034188,0.0472813238770686,0.124113475177305,0.797872340425532
55079016500,Census Tract 165,Milwaukee County,Wisconsin,B25064_001,783,64,873.5,89.6,01/11/2022,28,0.0447284345047923,0.202806690149059,0.70048309178744,0.233226837060703,0.0878594249201278,0.674121405750799
55079001700,Census Tract 17,Milwaukee County,Wisconsin,B25064_001,864,57,873.5,98.9,01/11/2022,183,0.163392857142857,0.202806690149059,1.45800316957211,0.0223214285714286,0.913392857142857,0.0160714285714286
55079004300,Census Tract 43,Milwaukee County,Wisconsin,B25064_001,797,59,873.5,91.2,01/11/2022,156,0.117647058823529,0.202806690149059,0.895096921322691,0.0346907993966818,0.877073906485671,0.0294117647058824
55079019500,Census Tract 195,Milwaukee County,Wisconsin,B25064_001,985,72,873.5,112.8,01/11/2022,4,0.0126582278481013,0.202806690149059,0.471698113207547,0.882911392405063,0,0.060126582278481
55079014400,Census Tract 144,Milwaukee County,Wisconsin,B25064_001,1388,52,873.5,158.9,01/11/2022,6,0.0051413881748072,0.202806690149059,0.364583333333333,0.832047986289632,0.0454155955441303,0.0179948586118252
55079186900,Census Tract 1869,Milwaukee County,Wisconsin,B25064_001,1202,97,873.5,137.6,01/11/2022,15,0.0128205128205128,0.202806690149059,2.75862068965517,0.841025641025641,0.0393162393162393,0.0230769230769231
55079004400,Census Tract 44,Milwaukee County,Wisconsin,B25064_001,821,31,873.5,94,01/11/2022,71,0.0613126079447323,0.202806690149059,0.626086956521739,0.301381692573402,0.600172711571675,0.0734024179620035
55079100800,Census Tract 1008,Milwaukee County,Wisconsin,B25064_001,896,147,873.5,102.6,01/11/2022,1,0.00269541778975741,0.202806690149059,0.416666666666667,0.900269541778976,0.0242587601078167,0.0512129380053908
55079980000,Census Tract 9800,Milwaukee County,Wisconsin,B25064_001,NA,NA,873.5,NA,01/11/2022,32,Inf,0.202806690149059,33,NA,NA,NA
55079101300,Census Tract 1013,Milwaukee County,Wisconsin,B25064_001,864,38,873.5,98.9,01/11/2022,12,0.027027027027027,0.202806690149059,0.65,0.79954954954955,0.119369369369369,0.0630630630630631
55079007300,Census Tract 73,Milwaukee County,Wisconsin,B25064_001,1190,129,873.5,136.2,01/11/2022,18,0.0263157894736842,0.202806690149059,1.79245283018868,0.725146198830409,0.130116959064328,0.0190058479532164
55079010700,Census Tract 107,Milwaukee County,Wisconsin,B25064_001,959,191,873.5,109.8,01/11/2022,12,0.0193548387096774,0.202806690149059,0.783132530120482,0.696774193548387,0.0854838709677419,0.196774193548387
55079120300,Census Tract 1203,Milwaukee County,Wisconsin,B25064_001,1130,278,873.5,129.4,01/11/2022,1,0.00662251655629139,0.202806690149059,0.4,0.589403973509934,0,0.350993377483444
55079000302,Census Tract 3.02,Milwaukee County,Wisconsin,B25064_001,998,63,873.5,114.3,01/11/2022,147,0.232594936708861,0.202806690149059,0.94147582697201,0.0284810126582279,0.89873417721519,0.0395569620253165
55079070100,Census Tract 701,Milwaukee County,Wisconsin,B25064_001,1078,163,873.5,123.4,01/11/2022,1,0.00421940928270042,0.202806690149059,0.256410256410256,0.721518987341772,0.135021097046414,0
55079017000,Census Tract 170,Milwaukee County,Wisconsin,B25064_001,730,56,873.5,83.6,01/11/2022,48,0.0433212996389892,0.202806690149059,0.945945945945946,0.156137184115523,0.201263537906137,0.628158844765343
55079015800,Census Tract 158,Milwaukee County,Wisconsin,B25064_001,690,30,873.5,79,01/11/2022,57,0.0850746268656716,0.202806690149059,0.812324929971989,0.182089552238806,0.198507462686567,0.605970149253731
55079008900,Census Tract 89,Milwaukee County,Wisconsin,B25064_001,886,68,873.5,101.4,01/11/2022,58,0.214022140221402,0.202806690149059,1.00340136054422,0.129151291512915,0.85239852398524,0.018450184501845
55079003000,Census Tract 30,Milwaukee County,Wisconsin,B25064_001,957,105,873.5,109.6,01/11/2022,50,0.0914076782449726,0.202806690149059,0.907473309608541,0.0109689213893967,0.861060329067642,0.115173674588665
55079017400,Census Tract 174,Milwaukee County,Wisconsin,B25064_001,699,36,873.5,80,01/11/2022,40,0.0674536256323777,0.202806690149059,0.699658703071672,0.215851602023609,0.09106239460371,0.642495784148398
55079090900,Census Tract 909,Milwaukee County,Wisconsin,B25064_001,926,74,873.5,106,01/11/2022,9,0.0129496402877698,0.202806690149059,0.892857142857143,0.755395683453237,0.112230215827338,0.0460431654676259
55079014700,Census Tract 147,Milwaukee County,Wisconsin,B25064_001,683,46,873.5,78.2,01/11/2022,7,0.00833333333333333,0.202806690149059,0.476190476190476,0.480952380952381,0.308333333333333,0.0404761904761905
55079017500,Census Tract 175,Milwaukee County,Wisconsin,B25064_001,761,44,873.5,87.1,01/11/2022,61,0.0701956271576525,0.202806690149059,0.794871794871795,0.0736478711162256,0.345224395857307,0.591484464902186
55079101100,Census Tract 1011,Milwaukee County,Wisconsin,B25064_001,750,28,873.5,85.9,01/11/2022,6,0.011605415860735,0.202806690149059,0.564516129032258,0.74468085106383,0.152804642166344,0.0212765957446809
55079013400,Census Tract 134,Milwaukee County,Wisconsin,B25064_001,677,50,873.5,77.5,01/11/2022,88,0.119402985074627,0.202806690149059,0.744147157190636,0.0542740841248304,0.700135685210312,0.0963364993215739
55079004900,Census Tract 49,Milwaukee County,Wisconsin,B25064_001,944,113,873.5,108.1,01/11/2022,77,0.0978398983481576,0.202806690149059,0.797546012269939,0.115628970775095,0.795425667090216,0.0406607369758577
55079000202,Census Tract 2.02,Milwaukee County,Wisconsin,B25064_001,1109,76,873.5,127,01/11/2022,147,0.114754098360656,0.202806690149059,1.0407876230661,0.360655737704918,0.584699453551913,0.0351288056206089
55079000304,Census Tract 3.04,Milwaukee County,Wisconsin,B25064_001,923,256,873.5,105.7,01/11/2022,23,0.121052631578947,0.202806690149059,1.08108108108108,0.289473684210526,0.673684210526316,0.0368421052631579
55079180400,Census Tract 1804,Milwaukee County,Wisconsin,B25064_001,729,64,873.5,83.5,01/11/2022,8,0.018348623853211,0.202806690149059,0.9375,0.793577981651376,0.146788990825688,0.0596330275229358
55079120202,Census Tract 1202.02,Milwaukee County,Wisconsin,B25064_001,758,40,873.5,86.8,01/11/2022,8,0.0127591706539075,0.202806690149059,0.625,0.67304625199362,0.0669856459330144,0.259968102073365
55079019200,Census Tract 192,Milwaukee County,Wisconsin,B25064_001,848,47,873.5,97.1,01/11/2022,35,0.0765864332603939,0.202806690149059,2.76923076923077,0.490153172866521,0.155361050328228,0.282275711159737
55079001000,Census Tract 10,Milwaukee County,Wisconsin,B25064_001,951,63,873.5,108.9,01/11/2022,122,0.139269406392694,0.202806690149059,1.08084358523726,0.00799086757990868,0.954337899543379,0.0182648401826484
55079021700,Census Tract 217,Milwaukee County,Wisconsin,B25064_001,863,59,873.5,98.8,01/11/2022,15,0.0257289879931389,0.202806690149059,0.50314465408805,0.730703259005146,0,0.102915951972556
55079120502,Census Tract 1205.02,Milwaukee County,Wisconsin,B25064_001,941,32,873.5,107.7,01/11/2022,4,0.00336700336700337,0.202806690149059,1.04166666666667,0.758417508417509,0.0134680134680135,0.0993265993265993
55079160300,Census Tract 1603,Milwaukee County,Wisconsin,B25064_001,1456,287,873.5,166.7,01/11/2022,10,0.078740157480315,0.202806690149059,1.89655172413793,0.78740157480315,0,0.125984251968504
55079002200,Census Tract 22,Milwaukee County,Wisconsin,B25064_001,975,79,873.5,111.6,01/11/2022,55,0.209125475285171,0.202806690149059,1.35922330097087,0.121673003802281,0.809885931558936,0.0190114068441065
55079050102,Census Tract 501.02,Milwaukee County,Wisconsin,B25064_001,1035,101,873.5,118.5,01/11/2022,111,0.0708359923420549,0.202806690149059,2.23107569721116,0.249521378430121,0.610721123165284,0.0344607530312699
55079060101,Census Tract 601.01,Milwaukee County,Wisconsin,B25064_001,1081,103,873.5,123.8,01/11/2022,25,0.0393081761006289,0.202806690149059,2.95454545454545,0.558176100628931,0.245283018867925,0.0849056603773585
55079009300,Census Tract 93,Milwaukee County,Wisconsin,B25064_001,849,49,873.5,97.2,01/11/2022,61,0.101836393989983,0.202806690149059,1.44859813084112,0.32220367278798,0.607679465776294,0.0367278797996661
55079000700,Census Tract 7,Milwaukee County,Wisconsin,B25064_001,865,52,873.5,99,01/11/2022,42,0.0625931445603577,0.202806690149059,1.1436170212766,0.102831594634873,0.780923994038748,0.0327868852459016
55079000800,Census Tract 8,Milwaukee County,Wisconsin,B25064_001,1075,99,873.5,123.1,01/11/2022,85,0.0876288659793814,0.202806690149059,0.873983739837398,0.192783505154639,0.7,0.00927835051546392
55079070200,Census Tract 702,Milwaukee County,Wisconsin,B25064_001,1366,169,873.5,156.4,01/11/2022,0,0,0.202806690149059,0.714285714285714,0.690140845070423,0.246478873239437,0.0633802816901408
55079020300,Census Tract 203,Milwaukee County,Wisconsin,B25064_001,884,46,873.5,101.2,01/11/2022,10,0.028735632183908,0.202806690149059,1.41025641025641,0.508620689655172,0,0.491379310344828
55079018200,Census Tract 182,Milwaukee County,Wisconsin,B25064_001,887,112,873.5,101.5,01/11/2022,0,0,0.202806690149059,0.217391304347826,0.929577464788732,0.028169014084507,0.0422535211267606
55079001400,Census Tract 14,Milwaukee County,Wisconsin,B25064_001,860,43,873.5,98.5,01/11/2022,213,0.310495626822157,0.202806690149059,1.66407465007776,0.142857142857143,0.688046647230321,0.0335276967930029
55079080400,Census Tract 804,Milwaukee County,Wisconsin,B25064_001,827,59,873.5,94.7,01/11/2022,14,0.0128676470588235,0.202806690149059,3.57142857142857,0.728860294117647,0.0487132352941176,0.0597426470588235
55079090100,Census Tract 901,Milwaukee County,Wisconsin,B25064_001,1326,167,873.5,151.8,01/11/2022,5,0.00831946755407654,0.202806690149059,1.57894736842105,0.597337770382696,0.29450915141431,0
55079021300,Census Tract 213,Milwaukee County,Wisconsin,B25064_001,1110,75,873.5,127.1,01/11/2022,3,0.005859375,0.202806690149059,0.689655172413793,0.595703125,0.15234375,0.234375
55079101700,Census Tract 1017,Milwaukee County,Wisconsin,B25064_001,808,129,873.5,92.5,01/11/2022,11,0.0173228346456693,0.202806690149059,0.517241379310345,0.618897637795276,0.0944881889763779,0.289763779527559
55079101800,Census Tract 1018,Milwaukee County,Wisconsin,B25064_001,735,79,873.5,84.1,01/11/2022,4,0.0101010101010101,0.202806690149059,0.735294117647059,0.681818181818182,0.277777777777778,0.0404040404040404
55079120203,Census Tract 1202.03,Milwaukee County,Wisconsin,B25064_001,880,25,873.5,100.7,01/11/2022,20,0.0199600798403194,0.202806690149059,1.90909090909091,0.684630738522954,0.124750499001996,0.151696606786427
55079150301,Census Tract 1503.01,Milwaukee County,Wisconsin,B25064_001,970,104,873.5,111,01/11/2022,4,0.0180995475113122,0.202806690149059,0.510204081632653,0.69683257918552,0,0
55079185800,Census Tract 1858,Milwaukee County,Wisconsin,B25064_001,726,110,873.5,83.1,01/11/2022,21,0.112903225806452,0.202806690149059,0.575916230366492,0,0.978494623655914,0.021505376344086
55079091300,Census Tract 913,Milwaukee County,Wisconsin,B25064_001,1214,123,873.5,139,01/11/2022,6,0.0131004366812227,0.202806690149059,1.94444444444444,0.796943231441048,0,0.00436681222707424
55079016300,Census Tract 163,Milwaukee County,Wisconsin,B25064_001,787,101,873.5,90.1,01/11/2022,76,0.093711467324291,0.202806690149059,0.723684210526316,0.122071516646116,0.184956843403206,0.692971639950678
55079185700,Census Tract 1857,Milwaukee County,Wisconsin,B25064_001,880,71,873.5,100.7,01/11/2022,70,0.145530145530146,0.202806690149059,1.26334519572954,0.0935550935550936,0.831600831600832,0.0748440748440749
55079019700,Census Tract 197,Milwaukee County,Wisconsin,B25064_001,884,115,873.5,101.2,01/11/2022,54,0.0646706586826347,0.202806690149059,1.80921052631579,0.673053892215569,0.0395209580838323,0.250299401197605
55079186000,Census Tract 1860,Milwaukee County,Wisconsin,B25064_001,449,197,873.5,51.4,01/11/2022,25,0.0324254215304799,0.202806690149059,0.878378378378378,0.0920881971465629,0.85473411154345,0.053177691309987
55079004600,Census Tract 46,Milwaukee County,Wisconsin,B25064_001,838,106,873.5,95.9,01/11/2022,75,0.129757785467128,0.202806690149059,0.877598152424942,0.105536332179931,0.884083044982699,0
55079013000,Census Tract 130,Milwaukee County,Wisconsin,B25064_001,782,53,873.5,89.5,01/11/2022,14,0.037037037037037,0.202806690149059,0.842696629213483,0.502645502645503,0.161375661375661,0.246031746031746
55079091400,Census Tract 914,Milwaukee County,Wisconsin,B25064_001,1195,66,873.5,136.8,01/11/2022,2,0.00749063670411985,0.202806690149059,0.681818181818182,0.782771535580524,0.0636704119850187,0.0674157303370787
55079016700,Census Tract 167,Milwaukee County,Wisconsin,B25064_001,790,59,873.5,90.4,01/11/2022,98,0.112903225806452,0.202806690149059,1.43895348837209,0.182027649769585,0.20852534562212,0.50230414746543794
55079012500,Census Tract 125,Milwaukee County,Wisconsin,B25064_001,876,36,873.5,100.3,01/11/2022,5,0.0122549019607843,0.202806690149059,0.625,0.627450980392157,0.227941176470588,0.071078431372549
55079020700,Census Tract 207,Milwaukee County,Wisconsin,B25064_001,935,47,873.5,107,01/11/2022,12,0.0180451127819549,0.202806690149059,1.10169491525424,0.586466165413534,0.0796992481203008,0.282706766917293
55079000600,Census Tract 6,Milwaukee County,Wisconsin,B25064_001,778,110,873.5,89.1,01/11/2022,187,0.171402383134739,0.202806690149059,1.30193905817175,0.0742438130155821,0.813932172318974,0
55079185300,Census Tract 1853,Milwaukee County,Wisconsin,B25064_001,1333,45,873.5,152.6,01/11/2022,9,0.00986842105263158,0.202806690149059,2.08333333333333,0.660087719298246,0.0646929824561404,0.0504385964912281
55079018300,Census Tract 183,Milwaukee County,Wisconsin,B25064_001,985,76,873.5,112.8,01/11/2022,5,0.00814332247557003,0.202806690149059,0.416666666666667,0.780130293159609,0.0716612377850163,0.148208469055375
55079160202,Census Tract 1602.02,Milwaukee County,Wisconsin,B25064_001,1146,334,873.5,131.2,01/11/2022,14,0.00962199312714777,0.202806690149059,0.721153846153846,0.762199312714777,0.0109965635738832,0.145704467353952
55079007600,Census Tract 76,Milwaukee County,Wisconsin,B25064_001,970,60,873.5,111,01/11/2022,20,0.0140449438202247,0.202806690149059,1.12903225806452,0.879213483146067,0.050561797752809,0.0280898876404494
55079180500,Census Tract 1805,Milwaukee County,Wisconsin,B25064_001,826,56,873.5,94.6,01/11/2022,9,0.0134529147982063,0.202806690149059,0.282485875706215,0.896860986547085,0.0343796711509716,0.0687593423019432
55079187400,Census Tract 1874,Milwaukee County,Wisconsin,B25064_001,1722,73,873.5,197.1,01/11/2022,13,0.00990853658536585,0.202806690149059,1.32075471698113,0.936737804878049,0.00838414634146342,0.0076219512195122
55079160203,Census Tract 1602.03,Milwaukee County,Wisconsin,B25064_001,1153,90,873.5,132,01/11/2022,23,0.0207956600361664,0.202806690149059,1.9672131147541,0.708860759493671,0.069620253164557,0.126582278481013
55079004500,Census Tract 45,Milwaukee County,Wisconsin,B25064_001,812,107,873.5,93,01/11/2022,54,0.0944055944055944,0.202806690149059,0.721784776902887,0,0.924825174825175,0.0769230769230769
55079186300,Census Tract 1863,Milwaukee County,Wisconsin,B25064_001,1481,121,873.5,169.5,01/11/2022,98,0.0928909952606635,0.202806690149059,2.28110599078341,0.713744075829384,0.143127962085308,0.04739336492891
55079120400,Census Tract 1204,Milwaukee County,Wisconsin,B25064_001,1030,90,873.5,117.9,01/11/2022,63,0.0472972972972973,0.202806690149059,2.07792207792208,0.685435435435435,0.182432432432432,0.0893393393393393
55079009900,Census Tract 99,Milwaukee County,Wisconsin,B25064_001,914,68,873.5,104.6,01/11/2022,27,0.137055837563452,0.202806690149059,0.571428571428571,0.0304568527918782,0.969543147208122,0
55079005900,Census Tract 59,Milwaukee County,Wisconsin,B25064_001,867,45,873.5,99.3,01/11/2022,98,0.129973474801061,0.202806690149059,1.06681034482759,0.0862068965517242,0.854111405835544,0.0530503978779841
55079004000,Census Tract 40,Milwaukee County,Wisconsin,B25064_001,690,67,873.5,79,01/11/2022,35,0.0506512301013025,0.202806690149059,0.569620253164557,0.0347322720694645,0.942112879884226,0.0231548480463097
55079000501,Census Tract 5.01,Milwaukee County,Wisconsin,B25064_001,909,80,873.5,104.1,01/11/2022,95,0.133991537376587,0.202806690149059,0.967741935483871,0.214386459802539,0.695345557122708,0.078984485190409
